0,0,8,0,0,1,4530,11127,16047,15221,14715,3746,117,0,1,126,429,32,8,0,0,0,2,10,24,9,21,1,1,14,8,4,71,34,5,4,1,0,3,5,1,0,0,0,0,0,0,0,1,0
5,7,8,1,2,5,2616,15961,9179,15434,15336,8103,906,2,5,279,64,19,0,7,7,18,7,6,2,0,4,6,7,13,96,30,8,8,10,6,6,1,1,2,1,2,0,1,1,0,1,0,0,0
0,1,4,0,8,1,2613,15566,15621,20812,15298,8890,1551,5,6,133,4,0,11,36,58,9,3,5,2,7,8,19,81,95,41,13,13,8,2,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0
0,1,5,2,0,3,7577,27756,14710,21292,24705,13745,4753,7,8,182,70,33,48,23,45,43,57,220,136,108,43,67,16,5,1,1,7,19,3,0,9,0,3,0,0,0,1,1,0,0,0,0,0,0
5,0,2,7,0,0,2152,12685,12429,21613,28818,22944,11602,22,13,413,192,193,141,382,1004,991,297,203,117,162,259,97,4,3,2,6,2,7,21,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,5,8,0,478,12278,5563,51503,21207,31675,28448,4215,9,69,154,701,634,154,63,9,68,49,77,62,42,45,27,9,9,8,3,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,5,0,0,4,1574,5943,28988,20213,23936,34578,21929,5033,28,27,403,157,187,127,170,154,216,90,88,151,163,60,38,22,3,20,2,2,4,0,0,0,3,0,1,0,0,0,0,0,0,0,0
0,0,0,3,0,0,3,2618,7829,15188,30286,27782,33567,27884,12737,1063,31,32,306,415,374,268,30,12,10,10,13,2,16,1,5,9,3,0,1,25,8,2,0,0,3,0,0,0,1,7,0,0,0,0
0,0,0,0,5,0,1,1,3509,6916,18512,30183,18008,23574,17126,19120,389,9,53,502,387,252,362,43,69,76,81,26,52,19,110,1,0,0,0,3,4,0,3,0,0,0,0,0,0,1,0,0,0,0
1,0,0,1,2,0,0,2,30,3960,10513,17181,100,12213,21269,17118,11256,118,2,117,467,393,112,180,75,81,1579,80,253,652,19766,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,2125,6606,17454,3215,1828,21574,18703,12683,3455,5,5,145,29,209,40,6,0,0,1,14063,9814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,2,3,4,17,4251,16296,7798,40,10051,25013,11543,2462,0,8,2,49,18,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,1,0,2,0,6,140,11900,10921,4529,352,11887,5335,1059,6,35,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,1,2,1,4,0,0,1831,10434,8434,400,2987,1679,1680,197,7,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,0,0,2,36,6800,5368,2476,147,959,1374,1364,205,49,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,6,0,0,0,0,183,6619,2792,1659,865,750,1141,87,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,2,2976,1635,1486,718,796,1051,50,55,13,24,1,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,1,7,1543,865,614,548,400,64,41,0,4,14,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,762,575,230,388,253,54,73,44,5,6,3,7,0,0,0,0,10,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,85,919,252,325,147,35,27,9,22,4,3,2,1,0,1,2,0,14,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,999,110,74,75,68,13,2,6,0,4,2,1,0,2,10,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,309,26,9,27,21,5,2,0,0,2,0,0,0,12,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,531,21,1,13,40,6,2,0,0,1,13,0,6,9,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,177,4,4,1,16,1,5,2,1,12,1,0,4,4,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,38,286,145,5,8,48,5,2,4,1,0,0,0,0,6,0,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
