2,0,0,0,0,1,3,0,0,5,0,4,2,2,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
1,0,0,0,0,0,0,0,2,0,1,0,0,2,4,4,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,2,1,1,0,0,5,0,0,5,4,6,1,0,1,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,12,5,0,0,1,0,0,1,0,0,12,1,4,1,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4,3,5,2,1,0,4,0,2,1,6,1,5,5,10,3,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,6,12,5,9,2,2,1,0,5,7,35,8,4,19,0,0,1,1,0,1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,9,2,1,1,4,1,2,6,12,29,16,9,10,0,0,1,0,1,0,11,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,8,0,0,0,0,0,0
0,0,0,0,1,11,2,0,2,0,7,22,83,21,14,32,6,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,246,7225,12083,6975,0,0,0,0,0
0,0,0,0,2,1,11,1,2,0,0,7,31,12,21,28,6,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,9,161,0,6108,3452,1114,0,0,0,0,0
0,0,0,0,0,0,1,53,1,0,0,5,12,5,82,9,15,6,5,3,2,0,0,1,1,2,3,0,2,1,0,2,0,0,1,0,0,0,0,124,0,0,103,55,0,2,0,1,0,0
0,0,0,0,0,0,0,14,47,11,13,49,4,0,99,7,1,0,3,10,2,3,1,0,0,11,0,1,0,1,0,1,2,0,0,0,1,0,2,107,5,233,35,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,38,140,72,47,0,0,61,22,12,9,7,10,3,1,1,3,0,2,3,0,0,0,0,2,3,1,0,0,4,17,7,1,78,3,64,0,1,7,0,0,1,0
0,0,0,0,0,0,0,0,4,151,200,65,19,5,20,88,24,15,13,12,5,6,0,1,0,0,1,0,0,7,2,0,0,0,4,10,0,0,0,10,80,25,7,5,1,0,4,1,0,0
0,0,0,0,0,11,4,12,197,46,295,171,191,75,99,58,40,13,10,9,14,6,2,6,2,4,3,1,0,3,1,5,0,2,0,1,0,0,1,0,114,6,0,2,0,2,0,0,0,0
3,0,2,0,0,2,24,44,750,203,234,390,501,111,83,65,61,43,12,33,12,8,3,15,5,2,0,8,7,0,0,1,0,4,0,2,1,0,0,2,106,0,1,0,1,0,0,0,0,0
0,0,0,1,0,0,2,71,925,671,115,1028,291,137,86,68,36,20,20,11,5,12,7,1,0,1,0,1,0,0,1,0,0,1,1,0,0,150,0,74,11,0,0,0,0,0,0,0,1,0
0,0,1,0,0,0,0,25,760,1210,386,960,238,274,109,211,88,16,45,12,45,16,10,1,1,0,0,0,0,0,0,0,2,74,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,370,1437,1473,222,139,190,95,107,64,30,65,70,20,7,9,2,1,0,0,0,0,0,0,1,15,1,0,2,2,1,36,16,0,0,0,0,0,0,0,0,1,0
1,0,0,0,1,27,771,0,49,839,463,50,18,5,40,89,13,78,142,143,66,32,24,5,7,0,3,0,0,1,0,0,3,0,0,4,0,0,37,3,0,5,0,0,0,0,1,1,0,0
0,0,4,7,1,3873,11565,3851,14,646,230,7,0,16,48,33,102,34,75,104,91,30,2,3,0,1,0,0,0,0,6,4,0,0,0,5,9,18,31,7,6,1,2,0,0,0,0,4,0,0
0,1,5,0,0,7540,7658,4788,346,119,39,9,0,214,906,374,379,456,35,12,20,3,0,7,5,0,5,0,0,0,0,5,0,0,0,5,6,27,0,3,6,7,8,0,0,0,0,0,0,0
2,2,5,0,5,10097,11016,5179,2472,3141,390,242,36,181,1011,896,577,202,56,19,4,5,3,8,10,0,2,0,0,0,2,1,0,1,1,57,45,1,3,2,2,1,0,12,0,1,1,0,0,0
1,2,5,0,0,723,9146,10293,12190,13781,12078,1449,128,15,584,1028,158,109,5,0,0,0,0,0,0,0,2,0,0,3,3,1,6,60,30,14,7,10,5,3,7,0,0,0,0,0,0,0,1,0
